"dates";"avg";"tmin";"max";"Precipitation";"windSpeed";"pressure";"tsun";"city";"years";"months";"days"
"2021-02-01";26.2;19.5;32.8;0;"";1012.7;0;"Osmanabad";2021;2;1
"2021-03-01";30.6;23.3;37.2;2;"";1010.0;0;"Osmanabad";2021;3;1
"2021-04-01";32.1;25.4;38.2;1;"";1008.3;0;"Osmanabad";2021;4;1
"2021-05-01";30.6;24.5;37.0;107;"";1005.8;0;"Osmanabad";2021;5;1
"2021-06-01";27.0;22.5;32.5;183;"";1006.2;0;"Osmanabad";2021;6;1
"2021-07-01";26.2;22.1;30.6;149;"";1004.7;0;"Osmanabad";2021;7;1
"2021-08-01";26.7;21.9;31.0;85;"";1006.5;0;"Osmanabad";2021;8;1
"2021-09-01";26.1;21.4;30.6;267;"";1006.0;0;"Osmanabad";2021;9;1
"2021-10-01";26.7;20.8;32.8;42;"";1009.2;0;"Osmanabad";2021;10;1
"2021-11-01";26.0;20.4;31.5;75;"";1010.5;0;"Osmanabad";2021;11;1
"2021-12-01";23.8;17.9;30.0;13;"";1014.1;0;"Osmanabad";2021;12;1
"2022-01-01";23.6;17.6;30.0;0;"";1013.0;0;"Osmanabad";2022;1;1
"2022-02-01";26.6;20.1;33.1;0;"";1011.0;0;"Osmanabad";2022;2;1
"2022-03-01";30.9;24.0;37.5;1;"";1008.6;0;"Osmanabad";2022;3;1
"2022-04-01";33.7;27.2;40.2;26;"";1006.8;0;"Osmanabad";2022;4;1
"2022-06-01";28.7;24.4;35.0;97;"";1004.6;0;"Osmanabad";2022;6;1
"2022-07-01";25.5;22.6;29.7;307;"";1004.9;0;"Osmanabad";2022;7;1
"2022-08-01";25.8;22.5;30.6;201;"";1005.0;0;"Osmanabad";2022;8;1
"2022-09-01";25.7;22.0;31.0;263;"";1007.2;0;"Osmanabad";2022;9;1
"2022-10-01";25.0;20.3;30.9;165;"";1010.6;0;"Osmanabad";2022;10;1
"2022-11-01";25.5;19.1;32.2;0;"";1012.6;0;"Osmanabad";2022;11;1
"2022-12-01";25.1;19.2;31.8;3;"";1012.4;0;"Osmanabad";2022;12;1
"2023-01-01";24.8;18.6;31.6;0;"";1013.6;0;"Osmanabad";2023;1;1
"2023-02-01";27.3;19.5;34.6;0;"";1012.9;0;"Osmanabad";2023;2;1
"2023-03-01";28.7;22.1;35.0;0;"";1011.1;0;"Osmanabad";2023;3;1
"2023-04-01";31.3;24.0;37.9;40;"";1008.7;0;"Osmanabad";2023;4;1
"2023-05-01";32.8;26.3;39.2;8;"";1007.3;0;"Osmanabad";2023;5;1
"2023-06-01";31.0;25.7;37.0;72;"";1005.5;0;"Osmanabad";2023;6;1
"2023-07-01";25.7;22.3;30.0;364;"";1005.6;0;"Osmanabad";2023;7;1
"2023-08-01";27.3;22.3;32.3;53;"";1008.1;0;"Osmanabad";2023;8;1
"2023-09-01";27.1;22.3;31.9;194;"";1006.8;0;"Osmanabad";2023;9;1
"2023-10-01";27.3;21.3;34.0;63;"";1011.6;0;"Osmanabad";2023;10;1
"2023-11-01";26.6;21.2;32.1;178;"";1012.9;0;"Osmanabad";2023;11;1
"2023-12-01";23.4;18.2;30.0;0;"";1014.0;0;"Osmanabad";2023;12;1
"2024-01-01";25.1;19.2;31.9;1;"";1013.7;0;"Osmanabad";2024;1;1
"2024-02-01";28.2;21.7;34.9;0;"";1013.3;0;"Osmanabad";2024;2;1
"2024-03-01";31.7;24.9;38.0;0;"";1010.7;0;"Osmanabad";2024;3;1
"2024-04-01";33.7;27.1;40.3;37;"";1007.2;0;"Osmanabad";2024;4;1
"2024-05-01";32.9;26.3;40.1;46;"";1004.8;0;"Osmanabad";2024;5;1
"2024-06-01";27.4;23.9;32.8;368;"";1005.0;0;"Osmanabad";2024;6;1
"2024-07-01";26.7;23.0;30.3;212;"";1003.6;0;"Osmanabad";2024;7;1
"2024-10-01";26.6;22.0;32.9;112;"";1009.8;0;"Osmanabad";2024;10;1
"2024-11-01";24.8;19.1;31.8;6;"";1012.5;0;"Osmanabad";2024;11;1
"2025-01-01";24.3;17.9;32.2;0;"";1013.1;0;"Osmanabad";2025;1;1
"2025-02-01";27.7;20.5;35.3;0;"";1012.6;0;"Osmanabad";2025;2;1
"2025-04-01";33.1;26.1;40.5;6;"";1007.0;0;"Osmanabad";2025;4;1
"2025-05-01";29.3;24.4;35.5;223;"";1004.8;0;"Osmanabad";2025;5;1
"2025-06-01";27.5;23.8;32.8;83;"";1004.6;0;"Osmanabad";2025;6;1
"2025-07-01";26.9;23.3;31.7;201;"";1004.6;0;"Osmanabad";2025;7;1
"2025-08-01";25.7;22.3;30.3;355;"";1006.7;0;"Osmanabad";2025;8;1
"2025-09-01";24.9;21.7;29.8;321;"";1008.0;0;"Osmanabad";2025;9;1
"2025-10-01";25.8;21.4;32.3;120;"";1010.3;0;"Osmanabad";2025;10;1
"2025-11-01";25.0;18.8;32.5;6;"";1014.1;0;"Osmanabad";2025;11;1
"2025-12-01";23.2;16.0;32.0;0;"";1015.0;0;"Osmanabad";2025;12;1
"2020-01-01";24.9;19.2;29.9;0;"";1013.4;13800;"Panvel";2020;1;1
"2020-02-01";27.3;21.0;32.6;0;"";1012.7;11220;"Panvel";2020;2;1
"2020-03-01";27.7;22.6;31.9;0;"";1011.2;12900;"Panvel";2020;3;1
"2020-04-01";30.2;26.4;33.9;0;"";1009.6;14220;"Panvel";2020;4;1
"2020-05-01";31.1;28.6;34.0;0;"";1007.3;15960;"Panvel";2020;5;1
"2020-06-01";29.2;26.0;32.3;525;"";1003.7;8340;"Panvel";2020;6;1
"2020-07-01";28.1;25.4;30.5;1502;"";1003.2;4620;"Panvel";2020;7;1
"2020-08-01";27.6;25.0;29.6;827;"";1003.3;2760;"Panvel";2020;8;1
"2020-09-01";28.4;25.3;31.4;320;"";1005.6;7080;"Panvel";2020;9;1
"2020-10-01";29.2;25.6;32.7;224;"";1007.3;7920;"Panvel";2020;10;1
"2020-11-01";28.7;23.1;33.9;0;"";1011.8;12720;"Panvel";2020;11;1
"2020-12-01";26.6;20.8;32.3;25;"";1012.0;11400;"Panvel";2020;12;1
"2021-01-01";25.9;20.5;30.9;1;"";1011.1;11100;"Panvel";2021;1;1
"2021-02-01";27.3;21.4;32.9;0;"";1012.1;11280;"Panvel";2021;2;1
"2021-03-01";29.7;23.9;35.0;0;"";1010.0;13200;"Panvel";2021;3;1
"2021-04-01";30.0;26.2;33.6;0;"";1009.1;13620;"Panvel";2021;4;1
"2021-05-01";30.7;27.8;33.8;154;"";1005.5;12000;"Panvel";2021;5;1
"2021-06-01";28.6;25.5;31.5;317;"";1005.3;6360;"Panvel";2021;6;1
"2021-07-01";28.6;25.7;30.8;774;"";1003.8;4800;"Panvel";2021;7;1
"2021-08-01";25.0;21.4;28.0;336;"";1007.2;5520;"Panvel";2021;8;1
"2021-09-01";25.0;21.6;28.0;406;"";1006.1;5820;"Panvel";2021;9;1
"2021-10-01";26.4;21.8;32.5;109;"";1009.0;13620;"Panvel";2021;10;1
"2021-11-01";26.9;21.8;33.9;46;"";1009.5;12720;"Panvel";2021;11;1
"2021-12-01";23.5;17.9;30.4;152;"";1013.5;10080;"Panvel";2021;12;1
"2022-01-01";22.2;15.9;29.8;6;"";1013.0;11940;"Panvel";2022;1;1
"2022-02-01";24.4;17.3;33.4;0;"";1011.4;14220;"Panvel";2022;2;1
"2022-03-01";29.5;22.2;38.7;0;"";1008.9;9240;"Panvel";2022;3;1
"2022-04-01";30.2;23.2;39.8;0;"";1007.9;12120;"Panvel";2022;4;1
"2022-05-01";29.9;23.9;36.7;7;"";1005.8;13080;"Panvel";2022;5;1
"2022-06-01";27.4;23.1;32.8;343;"";1005.1;7860;"Panvel";2022;6;1
"2022-07-01";24.6;21.7;27.1;803;"";1005.2;3060;"Panvel";2022;7;1
"2022-08-01";25.0;21.6;28.1;591;"";1005.1;5160;"Panvel";2022;8;1
"2022-09-01";24.8;21.9;28.7;419;"";1007.4;5700;"Panvel";2022;9;1
"2022-10-01";25.1;21.0;30.7;158;"";1010.4;11700;"Panvel";2022;10;1
"2022-11-01";25.5;19.2;33.0;0;"";1011.8;12180;"Panvel";2022;11;1
"2022-12-01";25.9;19.7;33.5;3;"";1011.5;10680;"Panvel";2022;12;1
"2023-01-01";23.4;17.0;31.9;1;"";1013.4;11520;"Panvel";2023;1;1
"2023-02-01";26.9;18.9;36.2;0;"";1012.4;13980;"Panvel";2023;2;1
"2023-03-01";27.2;20.8;35.5;5;"";1011.4;12120;"Panvel";2023;3;1
"2023-04-01";29.6;23.2;38.1;1;"";1009.2;14220;"Panvel";2023;4;1
"2023-05-01";29.9;24.4;37.5;12;"";1009.0;17220;"Panvel";2023;5;1
"2023-06-01";28.3;23.8;33.2;279;"";1006.3;11460;"Panvel";2023;6;1
"2023-07-01";24.9;22.0;27.6;827;"";1005.9;1680;"Panvel";2023;7;1
"2023-08-01";25.4;21.7;28.9;184;"";1008.6;7140;"Panvel";2023;8;1
"2023-09-01";25.5;22.0;29.3;349;"";1007.5;6660;"Panvel";2023;9;1
"2023-10-01";27.6;22.3;34.1;6;"";1011.3;10200;"Panvel";2023;10;1
"2023-11-01";26.8;20.9;34.0;9;"";1011.9;11040;"Panvel";2023;11;1
"2023-12-01";25.3;18.9;32.9;0;"";1012.4;10140;"Panvel";2023;12;1
"2024-01-01";24.2;17.9;31.9;4;"";1013.3;12240;"Panvel";2024;1;1
"2024-02-01";26.0;18.8;34.8;0;"";1013.5;14700;"Panvel";2024;2;1
"2024-03-01";27.9;20.5;37.5;0;"";1011.8;14340;"Panvel";2024;3;1
"2024-04-01";31.2;24.4;40.6;0;"";1008.2;14340;"Panvel";2024;4;1
"2024-05-01";31.0;25.0;38.5;9;"";1006.1;0;"Panvel";2024;5;1
"2024-06-01";27.4;23.7;32.0;283;"";1004.9;6780;"Panvel";2024;6;1
"2024-07-01";25.2;22.4;27.9;824;"";1003.3;1020;"Panvel";2024;7;1
"2024-08-01";28.2;26.3;30.9;391;"";1005.7;5700;"Panvel";2024;8;1
"2024-09-01";27.7;25.2;30.6;659;"";1006.5;8040;"Panvel";2024;9;1
"2024-10-01";26.8;22.9;32.6;139;"";1009.4;11040;"Panvel";2024;10;1
"2024-11-01";25.1;18.9;32.9;1;"";1011.5;10560;"Panvel";2024;11;1
"2024-12-01";23.9;17.9;31.7;0;"";1011.8;8040;"Panvel";2024;12;1
"2025-01-01";24.7;17.9;33.4;0;"";1012.0;11100;"Panvel";2025;1;1
"2025-02-01";26.8;19.0;36.6;0;"";1012.2;13560;"Panvel";2025;2;1
"2025-03-01";29.3;24.2;34.4;0;"";1010.0;13680;"Panvel";2025;3;1
"2025-04-01";29.9;23.0;39.5;1;"";1008.3;13800;"Panvel";2025;4;1
"2025-05-01";28.1;23.0;34.6;216;"";1005.6;10140;"Panvel";2025;5;1
"2025-06-01";26.0;22.6;30.4;613;"";1004.7;5460;"Panvel";2025;6;1
"2025-07-01";24.8;22.0;28.0;542;"";1004.8;2760;"Panvel";2025;7;1
"2025-08-01";24.8;21.9;27.8;511;"";1006.7;4500;"Panvel";2025;8;1
"2025-09-01";24.9;23.0;28.2;494;"";1007.9;4020;"Panvel";2025;9;1
"2025-10-01";26.1;22.2;31.5;122;"";1008.7;10800;"Panvel";2025;10;1
"2025-11-01";24.5;18.4;32.1;9;"";1012.9;11880;"Panvel";2025;11;1
"2025-12-01";23.3;15.7;32.7;0;"";1013.1;11700;"Panvel";2025;12;1
"2021-02-01";24.4;17.3;31.7;1;"";1013.4;0;"Parbhani";2021;2;1
"2021-03-01";29.3;21.6;36.7;0;"";1010.5;0;"Parbhani";2021;3;1
"2021-04-01";31.7;24.8;38.9;1;"";1008.3;0;"Parbhani";2021;4;1
"2021-05-01";32.3;27.1;38.2;13;"";1005.2;0;"Parbhani";2021;5;1
"2021-06-01";28.5;24.7;34.0;79;"";1005.0;0;"Parbhani";2021;6;1
"2021-07-01";27.1;24.1;31.3;230;"";1003.4;0;"Parbhani";2021;7;1
"2021-08-01";26.7;23.5;30.7;243;"";1005.6;0;"Parbhani";2021;8;1
"2021-09-01";25.4;22.8;29.2;369;"";1005.3;0;"Parbhani";2021;9;1
"2021-10-01";24.9;20.2;30.5;70;"";1009.6;0;"Parbhani";2021;10;1
"2021-11-01";24.5;19.4;30.3;41;"";1011.4;0;"Parbhani";2021;11;1
"2021-12-01";22.2;16.5;28.8;6;"";1014.9;0;"Parbhani";2021;12;1
"2022-01-01";20.7;15.0;27.2;7;"";1014.0;0;"Parbhani";2022;1;1
"2022-02-01";24.4;16.8;31.9;0;"";1011.6;0;"Parbhani";2022;2;1
"2022-03-01";29.7;21.8;37.4;0;"";1009.1;0;"Parbhani";2022;3;1
"2022-04-01";34.1;26.7;41.3;0;"";1006.5;0;"Parbhani";2022;4;1
"2022-06-01";29.8;25.6;36.1;166;"";1003.7;0;"Parbhani";2022;6;1
"2022-07-01";25.3;23.0;28.9;458;"";1003.7;0;"Parbhani";2022;7;1
"2022-08-01";25.9;23.0;30.2;226;"";1004.2;0;"Parbhani";2022;8;1
"2022-09-01";25.5;22.5;30.0;218;"";1006.7;0;"Parbhani";2022;9;1
"2022-10-01";24.1;19.9;29.6;138;"";1010.9;0;"Parbhani";2022;10;1
"2022-11-01";22.5;16.0;29.3;0;"";1013.6;0;"Parbhani";2022;11;1
"2022-12-01";23.0;17.5;29.6;26;"";1013.2;0;"Parbhani";2022;12;1
"2023-01-01";22.0;15.6;28.9;0;"";1014.5;0;"Parbhani";2023;1;1
"2023-02-01";24.5;16.6;32.9;0;"";1013.7;0;"Parbhani";2023;2;1
"2023-03-01";26.5;19.5;33.8;9;"";1011.8;0;"Parbhani";2023;3;1
"2023-04-01";29.0;22.3;36.5;34;"";1009.4;0;"Parbhani";2023;4;1
"2023-05-01";32.2;25.8;38.9;1;"";1007.2;0;"Parbhani";2023;5;1
"2023-06-01";31.6;26.6;37.5;66;"";1004.5;0;"Parbhani";2023;6;1
"2023-07-01";26.4;23.9;30.9;311;"";1004.2;0;"Parbhani";2023;7;1
"2023-08-01";26.5;23.0;30.7;81;"";1007.2;0;"Parbhani";2023;8;1
"2023-09-01";26.0;23.1;30.1;166;"";1006.2;0;"Parbhani";2023;9;1
"2023-10-01";25.7;19.9;31.9;1;"";1012.0;0;"Parbhani";2023;10;1
"2023-11-01";24.5;19.0;30.4;54;"";1013.8;0;"Parbhani";2023;11;1
"2023-12-01";21.2;16.0;27.4;1;"";1014.9;0;"Parbhani";2023;12;1
"2024-01-01";22.5;16.7;29.3;6;"";1014.5;0;"Parbhani";2024;1;1
"2024-02-01";25.7;19.0;33.1;0;"";1014.1;0;"Parbhani";2024;2;1
"2024-03-01";29.3;21.9;37.0;0;"";1011.3;0;"Parbhani";2024;3;1
"2024-04-01";32.4;26.0;39.7;2;"";1008.0;0;"Parbhani";2024;4;1
"2024-05-01";33.9;27.5;41.3;8;"";1004.3;0;"Parbhani";2024;5;1
"2024-06-01";28.7;25.0;34.7;259;"";1004.0;0;"Parbhani";2024;6;1
"2024-07-01";26.0;23.9;29.7;443;"";1002.1;0;"Parbhani";2024;7;1
"2024-10-01";26.1;21.8;31.6;112;"";1010.2;0;"Parbhani";2024;10;1
"2024-11-01";23.2;17.4;29.3;0;"";1013.4;0;"Parbhani";2024;11;1
"2025-01-01";22.9;16.4;30.3;0;"";1013.7;0;"Parbhani";2025;1;1
"2025-02-01";26.6;19.5;34.1;0;"";1013.1;0;"Parbhani";2025;2;1
"2025-04-01";32.9;25.6;40.4;23;"";1007.0;0;"Parbhani";2025;4;1
"2025-05-01";30.6;25.3;36.5;103;"";1004.5;0;"Parbhani";2025;5;1
"2025-06-01";29.2;24.6;33.7;156;"";1003.3;0;"Parbhani";2025;6;1
"2025-07-01";27.0;23.7;30.6;230;"";1003.3;0;"Parbhani";2025;7;1
"2025-08-01";26.2;23.1;29.5;235;"";1005.6;0;"Parbhani";2025;8;1
"2025-09-01";25.0;22.4;29.0;341;"";1006.8;0;"Parbhani";2025;9;1
"2025-10-01";25.5;21.3;30.4;102;"";1009.9;0;"Parbhani";2025;10;1
"2025-11-01";21.7;16.1;28.0;4;"";1014.6;0;"Parbhani";2025;11;1
"2025-12-01";19.7;12.8;27.6;0;"";1015.5;0;"Parbhani";2025;12;1
"2020-01-01";21.3;13.3;29.2;0;"";1013.5;15060;"Pimpri Chinchwad";2020;1;1
"2020-02-01";23.3;14.9;31.8;0;"";1012.8;15180;"Pimpri Chinchwad";2020;2;1
"2020-03-01";25.4;16.8;34.1;13;"";1010.1;16980;"Pimpri Chinchwad";2020;3;1
"2020-04-01";29.6;20.7;38.5;0;"";1007.8;17940;"Pimpri Chinchwad";2020;4;1
"2020-05-01";30.9;23.1;38.7;35;"";1005.5;18900;"Pimpri Chinchwad";2020;5;1
"2020-06-01";26.9;22.3;31.5;222;"";1003.5;9540;"Pimpri Chinchwad";2020;6;1
"2020-07-01";26.4;22.4;30.4;120;"";1003.1;7020;"Pimpri Chinchwad";2020;7;1
"2020-08-01";24.8;21.7;27.9;255;"";1003.6;3600;"Pimpri Chinchwad";2020;8;1
"2020-09-01";26.5;21.8;30.7;198;"";1005.5;9000;"Pimpri Chinchwad";2020;9;1
"2020-10-01";25.9;20.4;31.4;312;"";1007.6;10500;"Pimpri Chinchwad";2020;10;1
"2020-11-01";23.6;16.2;31.0;5;"";1012.5;17940;"Pimpri Chinchwad";2020;11;1
"2020-12-01";21.8;13.7;29.8;5;"";1012.9;14220;"Pimpri Chinchwad";2020;12;1
"2021-01-01";23.3;15.7;31.0;37;"";1011.3;13020;"Pimpri Chinchwad";2021;1;1
"2021-02-01";22.3;13.2;31.5;0;"";1012.5;15000;"Pimpri Chinchwad";2021;2;1
"2021-03-01";26.6;16.7;36.5;5;"";1009.5;15960;"Pimpri Chinchwad";2021;3;1
"2021-04-01";28.7;19.8;37.6;28;"";1007.8;15780;"Pimpri Chinchwad";2021;4;1
"2021-05-01";29.0;22.7;35.3;89;"";1005.0;14100;"Pimpri Chinchwad";2021;5;1
"2021-06-01";26.2;22.0;30.4;153;"";1005.5;8880;"Pimpri Chinchwad";2021;6;1
"2021-07-01";25.6;22.1;29.3;193;"";1003.8;5760;"Pimpri Chinchwad";2021;7;1
"2021-08-01";24.9;21.1;28.6;41;"";1006.1;6960;"Pimpri Chinchwad";2021;8;1
"2021-09-01";25.1;21.4;28.9;84;"";1005.1;7140;"Pimpri Chinchwad";2021;9;1
"2021-10-01";25.4;18.8;32.0;140;"";1008.8;15060;"Pimpri Chinchwad";2021;10;1
"2021-11-01";24.6;18.0;31.1;16;"";1010.0;10980;"Pimpri Chinchwad";2021;11;1
"2021-12-01";21.3;14.4;28.3;85;"";1014.4;11700;"Pimpri Chinchwad";2021;12;1
"2022-01-01";20.3;12.4;28.3;0;"";1013.9;14640;"Pimpri Chinchwad";2022;1;1
"2022-02-01";22.7;12.9;32.5;0;"";1010.9;16020;"Pimpri Chinchwad";2022;2;1
"2022-03-01";27.2;17.9;36.5;1;"";1008.5;14640;"Pimpri Chinchwad";2022;3;1
"2022-04-01";30.4;21.6;39.2;0;"";1006.4;15480;"Pimpri Chinchwad";2022;4;1
"2022-05-01";30.2;23.4;37.0;1;"";1004.1;16620;"Pimpri Chinchwad";2022;5;1
"2022-06-01";28.5;23.6;33.4;35;"";1003.5;10560;"Pimpri Chinchwad";2022;6;1
"2022-07-01";24.9;22.0;27.8;386;"";1004.0;3540;"Pimpri Chinchwad";2022;7;1
"2022-08-01";25.2;21.7;28.8;164;"";1004.1;7560;"Pimpri Chinchwad";2022;8;1
"2022-09-01";25.7;21.6;29.8;232;"";1006.6;6300;"Pimpri Chinchwad";2022;9;1
"2022-10-01";24.9;19.4;30.3;303;"";1010.4;11040;"Pimpri Chinchwad";2022;10;1
"2022-11-01";22.4;13.7;31.0;0;"";1012.9;15240;"Pimpri Chinchwad";2022;11;1
"2022-12-01";22.8;14.4;31.3;0;"";1011.9;14220;"Pimpri Chinchwad";2022;12;1
"2023-01-01";21.5;12.0;30.9;0;"";1013.6;14940;"Pimpri Chinchwad";2023;1;1
"2023-02-01";22.5;11.4;33.7;0;"";1013.1;16380;"Pimpri Chinchwad";2023;2;1
"2023-03-01";24.6;15.7;33.4;10;"";1011.2;15300;"Pimpri Chinchwad";2023;3;1
"2023-04-01";27.9;19.2;36.7;37;"";1007.9;16320;"Pimpri Chinchwad";2023;4;1
"2023-05-01";29.9;22.7;37.2;19;"";1007.2;18300;"Pimpri Chinchwad";2023;5;1
"2023-06-01";29.0;23.8;34.1;84;"";1005.0;14340;"Pimpri Chinchwad";2023;6;1
"2023-07-01";25.2;22.4;28.1;155;"";1004.7;2580;"Pimpri Chinchwad";2023;7;1
"2023-08-01";25.4;21.8;29.1;42;"";1007.7;9420;"Pimpri Chinchwad";2023;8;1
"2023-09-01";25.7;21.7;29.7;166;"";1006.5;8040;"Pimpri Chinchwad";2023;9;1
"2023-10-01";26.2;19.4;33.0;19;"";1011.3;13800;"Pimpri Chinchwad";2023;10;1
"2023-11-01";24.3;17.3;31.3;33;"";1012.6;11940;"Pimpri Chinchwad";2023;11;1
"2023-12-01";22.1;14.3;30.0;0;"";1013.5;13740;"Pimpri Chinchwad";2023;12;1
"2024-01-01";22.1;13.5;30.7;2;"";1013.7;14700;"Pimpri Chinchwad";2024;1;1
"2024-02-01";24.0;14.3;33.7;1;"";1013.3;15660;"Pimpri Chinchwad";2024;2;1
"2024-03-01";26.7;16.8;36.5;2;"";1010.6;16440;"Pimpri Chinchwad";2024;3;1
"2024-04-01";30.4;21.3;39.5;11;"";1006.4;16800;"Pimpri Chinchwad";2024;4;1
"2024-05-01";30.6;23.5;37.7;95;"";1004.7;16740;"Pimpri Chinchwad";2024;5;1
"2024-06-01";28.3;23.5;33.0;252;"";1003.5;7860;"Pimpri Chinchwad";2024;6;1
"2024-07-01";25.5;22.7;28.3;394;"";1002.3;2940;"Pimpri Chinchwad";2024;7;1
"2024-08-01";25.7;22.2;29.3;279;"";1005.6;6780;"Pimpri Chinchwad";2024;8;1
"2024-09-01";25.5;21.5;29.6;208;"";1006.3;8820;"Pimpri Chinchwad";2024;9;1
"2024-10-01";27.0;21.3;32.7;61;"";1008.9;13320;"Pimpri Chinchwad";2024;10;1
"2024-11-01";22.7;14.8;30.6;0;"";1012.4;14160;"Pimpri Chinchwad";2024;11;1
"2024-12-01";22.6;14.9;30.3;1;"";1012.2;13620;"Pimpri Chinchwad";2024;12;1
"2025-01-01";22.7;13.9;31.5;0;"";1012.5;15120;"Pimpri Chinchwad";2025;1;1
"2025-02-01";24.9;14.9;34.9;0;"";1012.1;15900;"Pimpri Chinchwad";2025;2;1
"2025-03-01";27.5;17.5;37.5;0;"";1009.3;16620;"Pimpri Chinchwad";2025;3;1
"2025-04-01";30.4;21.5;39.3;7;"";1006.5;16740;"Pimpri Chinchwad";2025;4;1
"2025-05-01";28.3;22.7;33.8;250;"";1004.3;11100;"Pimpri Chinchwad";2025;5;1
"2025-06-01";26.3;22.7;30.0;267;"";1003.6;7080;"Pimpri Chinchwad";2025;6;1
"2025-07-01";25.2;22.2;28.3;130;"";1003.5;2820;"Pimpri Chinchwad";2025;7;1
"2025-08-01";25.1;21.8;28.3;135;"";1005.6;4860;"Pimpri Chinchwad";2025;8;1
"2025-09-01";24.6;21.1;28.1;317;"";1006.9;5460;"Pimpri Chinchwad";2025;9;1
"2025-10-01";25.7;20.2;31.2;67;"";1008.7;13260;"Pimpri Chinchwad";2025;10;1
"2025-11-01";22.4;14.8;30.1;3;"";1013.6;14820;"Pimpri Chinchwad";2025;11;1
"2025-12-01";19.4;10.1;28.8;0;"";1014.7;15600;"Pimpri Chinchwad";2025;12;1
"2020-01-01";21.3;13.3;29.2;0;"";1013.5;15060;"Pune";2020;1;1
"2020-02-01";23.3;14.9;31.8;0;"";1012.8;15180;"Pune";2020;2;1
"2020-03-01";25.4;16.8;34.1;13;"";1010.1;16980;"Pune";2020;3;1
"2020-04-01";29.6;20.7;38.5;0;"";1007.8;17940;"Pune";2020;4;1
"2020-05-01";30.9;23.1;38.7;35;"";1005.5;18900;"Pune";2020;5;1
"2020-06-01";26.9;22.3;31.5;222;"";1003.5;9540;"Pune";2020;6;1
"2020-07-01";26.4;22.4;30.4;120;"";1003.1;7020;"Pune";2020;7;1
"2020-08-01";24.8;21.7;27.9;255;"";1003.6;3600;"Pune";2020;8;1
"2020-09-01";26.5;21.8;30.7;198;"";1005.5;9000;"Pune";2020;9;1
"2020-10-01";25.9;20.4;31.4;312;"";1007.6;10500;"Pune";2020;10;1
"2020-11-01";23.6;16.2;31.0;5;"";1012.5;17940;"Pune";2020;11;1
"2020-12-01";21.8;13.7;29.8;5;"";1012.9;14220;"Pune";2020;12;1
"2021-01-01";23.3;15.7;31.0;37;"";1011.3;13020;"Pune";2021;1;1
"2021-02-01";22.3;13.2;31.5;0;"";1012.5;15000;"Pune";2021;2;1
"2021-03-01";26.6;16.7;36.5;5;"";1009.5;15960;"Pune";2021;3;1
"2021-04-01";28.7;19.8;37.6;28;"";1007.8;15780;"Pune";2021;4;1
"2021-05-01";29.0;22.7;35.3;89;"";1005.0;14100;"Pune";2021;5;1
"2021-06-01";26.2;22.0;30.4;153;"";1005.5;8880;"Pune";2021;6;1
"2021-07-01";25.6;22.1;29.3;193;"";1003.8;5760;"Pune";2021;7;1
"2021-08-01";24.9;21.1;28.6;41;"";1006.1;6960;"Pune";2021;8;1
"2021-09-01";25.1;21.4;28.9;84;"";1005.1;7140;"Pune";2021;9;1
"2021-10-01";25.4;18.8;32.0;140;"";1008.8;15060;"Pune";2021;10;1
"2021-11-01";24.6;18.0;31.1;16;"";1010.0;10980;"Pune";2021;11;1
"2021-12-01";21.3;14.4;28.3;85;"";1014.4;11700;"Pune";2021;12;1
"2022-01-01";20.3;12.4;28.3;0;"";1013.9;14640;"Pune";2022;1;1
"2022-02-01";22.7;12.9;32.5;0;"";1010.9;16020;"Pune";2022;2;1
"2022-03-01";27.2;17.9;36.5;1;"";1008.5;14640;"Pune";2022;3;1
"2022-04-01";30.4;21.6;39.2;0;"";1006.4;15480;"Pune";2022;4;1
"2022-05-01";30.2;23.4;37.0;1;"";1004.1;16620;"Pune";2022;5;1
"2022-06-01";28.5;23.6;33.4;35;"";1003.5;10560;"Pune";2022;6;1
"2022-07-01";24.9;22.0;27.8;386;"";1004.0;3540;"Pune";2022;7;1
"2022-08-01";25.2;21.7;28.8;164;"";1004.1;7560;"Pune";2022;8;1
"2022-09-01";25.7;21.6;29.8;232;"";1006.6;6300;"Pune";2022;9;1
"2022-10-01";24.9;19.4;30.3;303;"";1010.4;11040;"Pune";2022;10;1
"2022-11-01";22.4;13.7;31.0;0;"";1012.9;15240;"Pune";2022;11;1
"2022-12-01";22.8;14.4;31.3;0;"";1011.9;14220;"Pune";2022;12;1
"2023-01-01";21.5;12.0;30.9;0;"";1013.6;14940;"Pune";2023;1;1
"2023-02-01";22.5;11.4;33.7;0;"";1013.1;16380;"Pune";2023;2;1
"2023-03-01";24.6;15.7;33.4;10;"";1011.2;15300;"Pune";2023;3;1
"2023-04-01";27.9;19.2;36.7;37;"";1007.9;16320;"Pune";2023;4;1
"2023-05-01";29.9;22.7;37.2;19;"";1007.2;18300;"Pune";2023;5;1
"2023-06-01";29.0;23.8;34.1;84;"";1005.0;14340;"Pune";2023;6;1
"2023-07-01";25.2;22.4;28.1;155;"";1004.7;2580;"Pune";2023;7;1
"2023-08-01";25.4;21.8;29.1;42;"";1007.7;9420;"Pune";2023;8;1
"2023-09-01";25.7;21.7;29.7;166;"";1006.5;8040;"Pune";2023;9;1
"2023-10-01";26.2;19.4;33.0;19;"";1011.3;13800;"Pune";2023;10;1
